0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,2,0,0,0,0,0,2,38,26,1,0,0,0,0,0,35,104,20,0,0,0,0,8,12,6,137,6,0,0,0,1,23,70,24,4,0,0,0,2,137,107,1,0,0,0,0,0,80,93,16,0,0,0,0,55,137,28,137,35,0,0,0,25,62,53,80,50,3,0,0,0,22,56,5,3,1,0,0,0,52,124,25,1,0,0,3,40,61,23,25,2,0,0,5,58,58,126,28,4,0,0,0,0,97,137,1,0,0,0,0,0,137,137
33,54,36,3,0,0,0,0,21,109,88,13,0,0,0,2,47,145,25,0,0,0,0,3,31,145,39,0,0,0,0,1,8,13,44,4,0,0,0,1,137,52,57,4,0,0,0,18,112,140,32,0,0,0,0,17,145,145,9,0,0,0,3,5,3,0,0,0,0,0,0,1,49,54,44,0,0,0,0,4,51,112,108,0,0,0,0,5,95,145,8,0,0,0,0,5,0,0,0,0,0,0,0,0,5,5,7,0,0,0,0,1,117,16,7,0,0,0,0,14,84,34,0,0,0,0,0,9
0,0,0,0,0,0,0,0,4,2,0,0,0,0,5,3,80,35,0,0,0,0,8,29,41,18,0,0,0,0,5,70,5,1,0,0,0,0,0,1,46,4,0,0,0,1,48,56,60,20,0,0,0,2,113,87,119,17,0,0,0,0,10,141,11,1,0,0,0,1,45,23,141,16,0,0,0,0,36,68,74,7,0,0,0,2,58,141,141,0,0,0,0,1,23,141,0,0,0,0,0,3,86,39,38,1,0,0,0,1,70,141,58,0,0,0,2,3,37,141,65,4,0,1,4,4,36,133
3,2,3,0,0,0,0,3,15,31,20,1,0,1,20,17,137,24,29,5,1,1,21,34,137,1,0,0,0,0,0,25,26,5,0,0,0,0,0,6,106,9,1,1,0,3,60,87,137,3,2,3,2,10,97,97,137,1,0,0,0,0,0,40,33,10,0,0,0,1,6,3,137,97,34,4,1,2,6,12,137,64,53,13,3,4,6,11,137,6,0,0,0,0,0,10,3,1,0,0,0,14,45,2,9,33,23,0,0,36,90,4,137,64,26,0,0,5,29,25,137,66,21,0,0,0,0,2
0,0,0,0,0,0,3,13,128,14,0,0,0,0,5,64,138,36,0,1,2,0,0,11,4,1,0,3,14,2,0,0,0,0,0,0,0,0,49,135,138,9,0,0,0,0,23,138,138,44,0,0,1,1,0,40,14,3,0,2,16,6,0,1,1,0,0,0,0,0,60,138,22,1,0,0,0,0,88,138,91,3,0,0,2,2,29,138,8,0,0,2,22,7,1,6,0,0,0,0,0,1,115,138,0,0,0,0,4,7,93,129,0,0,0,1,15,7,19,24,0,0,0,6,23,0,0,1
1,69,27,0,0,0,0,0,1,140,41,0,2,6,1,0,0,17,7,0,1,15,8,0,0,0,0,0,2,22,6,0,70,109,14,0,0,0,0,4,85,150,68,0,0,0,0,2,84,150,29,0,0,3,3,3,13,6,0,0,2,22,6,2,139,3,0,0,0,0,0,22,150,49,3,0,0,0,0,29,150,44,1,0,0,0,1,65,25,1,0,0,1,17,7,14,123,0,0,0,0,0,0,35,150,2,0,0,0,0,0,54,150,0,0,0,0,1,4,106,7,0,0,0,0,19,11,11
0,0,0,3,6,3,4,0,121,3,0,4,26,8,2,2,214,11,0,0,1,4,1,4,43,5,0,0,16,58,1,2,0,0,1,4,5,1,1,0,131,4,0,4,19,10,9,10,214,17,0,0,0,0,1,8,69,1,0,0,7,25,1,1,5,5,2,0,0,1,1,3,97,25,7,0,1,5,31,43,214,13,2,0,0,0,6,26,76,1,0,0,1,3,0,1,6,9,3,0,0,0,0,4,68,51,15,0,0,0,15,43,214,23,3,0,0,0,4,28,63,1,0,0,0,0,0,2
5,3,1,0,0,1,2,4,83,8,2,0,1,4,30,38,184,10,0,0,0,0,3,19,70,2,0,0,0,1,0,0,9,21,8,0,0,0,0,4,87,77,25,0,0,0,10,26,184,42,4,0,0,0,2,14,98,2,0,0,0,0,0,2,35,7,1,0,0,0,1,20,97,19,3,0,0,0,49,135,184,12,1,0,0,0,14,78,100,4,0,1,0,0,0,1,40,18,0,0,0,0,5,4,91,105,27,0,0,0,9,21,184,89,12,0,0,0,2,9,74,18,5,0,0,0,0,0
91,13,1,0,0,0,0,3,129,6,2,0,0,0,0,9,175,0,0,0,0,0,0,17,29,0,0,0,1,4,2,5,121,7,0,0,0,0,0,21,159,15,1,1,0,0,0,13,175,9,0,0,0,0,0,10,38,0,0,0,1,9,2,6,61,48,28,2,0,0,0,24,151,40,24,4,0,0,0,3,175,10,0,0,0,0,0,3,45,0,0,0,0,5,3,3,18,59,32,0,0,0,3,43,113,68,16,0,0,0,12,28,175,95,0,0,0,0,0,3,35,18,0,0,1,1,0,1
24,1,0,4,28,7,0,4,181,1,0,1,5,3,1,34,84,0,0,6,90,31,1,12,0,0,0,9,67,27,0,0,39,0,0,8,41,13,0,4,181,3,0,1,7,2,0,30,107,1,0,5,137,19,0,10,0,0,0,12,100,20,0,0,38,1,0,14,13,0,0,5,181,16,0,2,8,0,0,19,99,7,0,24,139,4,0,4,0,0,0,10,79,25,1,0,11,0,0,0,0,0,0,5,181,1,0,1,8,2,0,74,44,0,0,11,105,18,1,17,0,0,0,19,49,14,1,0
4,1,0,0,11,14,14,7,119,1,0,0,7,23,25,18,198,0,0,0,0,0,0,14,49,0,0,0,0,0,0,3,69,19,3,3,6,12,20,28,121,9,3,12,48,53,33,19,198,5,0,0,2,1,1,7,62,0,0,0,0,0,0,0,40,56,33,8,3,1,1,1,126,30,56,47,29,2,1,2,198,9,1,1,1,0,0,2,61,0,0,0,0,0,0,2,9,5,10,2,1,4,43,24,90,8,17,4,1,6,80,36,198,4,0,0,0,0,4,28,47,0,0,0,0,0,0,2
30,49,23,1,0,0,0,7,150,6,2,0,0,0,0,96,150,0,0,0,0,1,1,89,4,0,0,0,2,9,1,4,75,26,3,0,0,2,35,37,150,12,0,0,0,0,2,78,150,5,0,0,0,0,0,53,1,0,0,1,4,3,1,1,42,9,0,0,0,3,24,60,150,28,0,0,0,0,5,118,150,39,0,0,0,0,1,8,3,1,0,0,2,5,1,1,131,14,0,0,0,0,0,84,99,6,0,0,3,11,22,150,66,68,1,0,4,7,4,9,6,16,0,0,1,3,0,0
72,33,1,0,0,0,0,46,167,53,0,0,0,0,0,37,128,60,1,0,0,1,0,6,1,7,0,0,0,7,1,0,108,54,0,0,0,0,1,41,167,24,0,0,0,1,2,71,100,64,8,0,5,26,6,34,3,81,5,0,2,6,0,0,63,1,0,0,0,0,6,101,167,41,0,0,0,1,1,46,125,53,1,0,8,68,5,9,7,76,1,0,8,64,0,0,43,0,0,0,0,1,10,24,167,5,0,0,0,1,2,64,80,46,0,0,1,18,6,24,9,25,0,0,9,70,0,0
1,0,0,0,0,0,0,0,6,0,0,0,0,0,1,3,1,0,0,0,0,1,18,3,0,0,0,0,0,1,34,6,45,0,0,2,21,3,0,2,184,6,0,0,1,0,14,91,54,5,1,0,0,5,184,80,0,0,1,4,1,5,184,31,73,1,3,14,18,1,0,4,184,36,0,0,1,0,1,29,162,39,7,1,1,2,24,20,0,1,7,25,10,6,21,3,54,0,1,3,1,15,16,12,184,8,0,0,0,0,1,25,167,9,0,0,0,3,1,6,1,0,0,1,5,21,1,1
22,0,0,0,102,66,3,8,44,0,0,0,23,72,13,19,1,0,0,0,15,111,25,8,1,0,0,0,3,104,61,5,34,0,0,0,132,43,0,7,132,3,0,0,49,65,13,37,23,0,0,0,67,132,17,22,22,1,0,0,6,65,28,19,16,1,0,12,132,16,0,3,132,20,0,3,59,20,3,7,59,4,0,0,132,115,3,4,73,6,0,0,39,41,7,12,4,0,0,5,13,0,0,0,132,6,0,3,14,2,1,24,40,1,0,1,132,32,1,9,99,8,0,0,59,16,3,7
46,37,7,40,20,0,0,1,117,1,2,43,30,0,0,74,85,1,5,68,28,0,0,69,1,0,2,38,11,0,0,1,46,38,11,33,14,0,0,1,122,14,3,28,16,0,0,47,68,6,1,122,122,0,0,26,25,0,0,47,34,0,1,56,42,88,25,14,1,0,0,0,122,74,17,52,13,0,0,2,71,14,9,122,95,0,0,43,118,0,2,18,6,0,0,122,68,68,2,0,0,0,0,0,88,48,9,30,9,0,0,0,108,5,5,42,19,0,0,59,86,2,3,87,28,0,0,51
50,65,2,3,5,1,0,0,50,30,3,4,19,23,18,43,4,0,0,0,82,124,19,16,0,0,0,0,17,97,4,0,39,44,6,5,6,1,0,0,160,49,1,0,20,23,8,48,34,0,0,1,160,128,8,21,1,0,0,2,47,63,4,2,42,12,7,9,8,11,1,4,160,28,3,8,31,5,1,24,61,4,1,38,160,23,0,4,4,1,2,23,75,6,0,1,48,3,4,15,8,4,0,8,160,28,6,17,12,0,0,20,20,10,5,55,160,8,0,0,3,1,2,13,62,11,0,0
25,20,9,18,6,8,3,7,128,36,2,0,0,0,4,72,25,0,0,9,20,10,38,86,0,0,0,23,52,24,12,1,50,14,7,25,28,11,0,9,152,27,2,1,7,2,2,102,53,2,2,76,134,9,6,49,3,5,14,79,42,2,0,0,70,21,10,60,23,4,1,16,152,43,3,7,13,0,0,50,62,10,2,43,152,12,1,4,10,4,3,10,47,17,4,6,80,1,0,7,15,11,5,72,152,1,1,3,11,7,5,152,16,1,1,18,135,23,3,8,0,0,1,11,34,10,4,1
137,0,0,0,0,0,0,75,137,0,0,0,0,0,0,36,109,0,1,1,0,0,0,13,0,0,9,12,0,0,0,0,137,5,0,0,0,0,0,69,137,13,3,1,0,0,0,36,90,10,35,42,0,0,1,9,0,0,40,67,0,0,9,16,101,82,51,0,0,0,0,13,137,137,23,1,0,0,0,3,38,65,68,30,0,0,3,21,3,5,78,21,0,0,17,48,19,48,38,0,0,0,67,57,93,101,11,0,0,0,27,118,19,48,66,2,0,0,55,34,1,2,81,10,0,0,51,18
